Area,Highest qualification,Age group,Sex,Value,Flags
Waikato Region,Doctorate degree,55-59 years,Male,135,
Waikato Region,Doctorate degree,55-59 years,Female,69,
Waikato Region,Overseas secondary school qualification,55-59 years,Male,411,
Waikato Region,Overseas secondary school qualification,55-59 years,Female,540,
Waikato Region,Not elsewhere included,55-59 years,Male,1185,
Waikato Region,Not elsewhere included,55-59 years,Female,1191,
Bay of Plenty Region,No qualification,55-59 years,Male,1734,
Bay of Plenty Region,No qualification,55-59 years,Female,1836,
Bay of Plenty Region,Level 1 certificate,55-59 years,Male,1023,
Bay of Plenty Region,Level 1 certificate,55-59 years,Female,1629,
Bay of Plenty Region,Level 2 certificate,55-59 years,Male,627,
Bay of Plenty Region,Level 2 certificate,55-59 years,Female,903,
Bay of Plenty Region,Level 3 certificate,55-59 years,Male,339,
Bay of Plenty Region,Level 3 certificate,55-59 years,Female,396,
Bay of Plenty Region,Level 4 certificate,55-59 years,Male,1437,
Bay of Plenty Region,Level 4 certificate,55-59 years,Female,669,
Bay of Plenty Region,Level 5 or level 6 diploma,55-59 years,Male,729,
Bay of Plenty Region,Level 5 or level 6 diploma,55-59 years,Female,1194,
Bay of Plenty Region,Bachelor degree and level 7 qualification,55-59 years,Male,675,
Bay of Plenty Region,Bachelor degree and level 7 qualification,55-59 years,Female,897,
Bay of Plenty Region,Post-graduate and honours degrees,55-59 years,Male,144,
Bay of Plenty Region,Post-graduate and honours degrees,55-59 years,Female,249,
Bay of Plenty Region,Masters degree,55-59 years,Male,159,
Bay of Plenty Region,Masters degree,55-59 years,Female,153,
Bay of Plenty Region,Doctorate degree,55-59 years,Male,54,
Bay of Plenty Region,Doctorate degree,55-59 years,Female,15,
Bay of Plenty Region,Overseas secondary school qualification,55-59 years,Male,315,
Bay of Plenty Region,Overseas secondary school qualification,55-59 years,Female,357,
Bay of Plenty Region,Not elsewhere included,55-59 years,Male,957,
Bay of Plenty Region,Not elsewhere included,55-59 years,Female,933,
Gisborne Region,No qualification,55-59 years,Male,357,
Gisborne Region,No qualification,55-59 years,Female,330,
Gisborne Region,Level 1 certificate,55-59 years,Male,156,
Gisborne Region,Level 1 certificate,55-59 years,Female,267,
Gisborne Region,Level 2 certificate,55-59 years,Male,114,
Gisborne Region,Level 2 certificate,55-59 years,Female,126,
Gisborne Region,Level 3 certificate,55-59 years,Male,69,
Gisborne Region,Level 3 certificate,55-59 years,Female,54,
Gisborne Region,Level 4 certificate,55-59 years,Male,222,
Gisborne Region,Level 4 certificate,55-59 years,Female,84,
Gisborne Region,Level 5 or level 6 diploma,55-59 years,Male,105,
Gisborne Region,Level 5 or level 6 diploma,55-59 years,Female,162,
Gisborne Region,Bachelor degree and level 7 qualification,55-59 years,Male,96,
Gisborne Region,Bachelor degree and level 7 qualification,55-59 years,Female,129,
Gisborne Region,Post-graduate and honours degrees,55-59 years,Male,15,
Gisborne Region,Post-graduate and honours degrees,55-59 years,Female,42,
Gisborne Region,Masters degree,55-59 years,Male,24,
Gisborne Region,Masters degree,55-59 years,Female,18,
Gisborne Region,Doctorate degree,55-59 years,Male,3,
Gisborne Region,Doctorate degree,55-59 years,Female,3,
Gisborne Region,Overseas secondary school qualification,55-59 years,Male,24,
Gisborne Region,Overseas secondary school qualification,55-59 years,Female,27,
Gisborne Region,Not elsewhere included,55-59 years,Male,189,
Gisborne Region,Not elsewhere included,55-59 years,Female,201,
Hawke's Bay Region,No qualification,55-59 years,Male,1116,
Hawke's Bay Region,No qualification,55-59 years,Female,1188,
Hawke's Bay Region,Level 1 certificate,55-59 years,Male,612,
Hawke's Bay Region,Level 1 certificate,55-59 years,Female,876,
Hawke's Bay Region,Level 2 certificate,55-59 years,Male,384,
Hawke's Bay Region,Level 2 certificate,55-59 years,Female,543,
Hawke's Bay Region,Level 3 certificate,55-59 years,Male,186,
Hawke's Bay Region,Level 3 certificate,55-59 years,Female,198,
Hawke's Bay Region,Level 4 certificate,55-59 years,Male,819,
Hawke's Bay Region,Level 4 certificate,55-59 years,Female,333,
Hawke's Bay Region,Level 5 or level 6 diploma,55-59 years,Male,426,
Hawke's Bay Region,Level 5 or level 6 diploma,55-59 years,Female,621,
Hawke's Bay Region,Bachelor degree and level 7 qualification,55-59 years,Male,366,
Hawke's Bay Region,Bachelor degree and level 7 qualification,55-59 years,Female,519,
Hawke's Bay Region,Post-graduate and honours degrees,55-59 years,Male,75,
Hawke's Bay Region,Post-graduate and honours degrees,55-59 years,Female,123,
Hawke's Bay Region,Masters degree,55-59 years,Male,78,
Hawke's Bay Region,Masters degree,55-59 years,Female,90,
Hawke's Bay Region,Doctorate degree,55-59 years,Male,27,
Hawke's Bay Region,Doctorate degree,55-59 years,Female,12,
Hawke's Bay Region,Overseas secondary school qualification,55-59 years,Male,114,
Hawke's Bay Region,Overseas secondary school qualification,55-59 years,Female,168,
Hawke's Bay Region,Not elsewhere included,55-59 years,Male,495,
Hawke's Bay Region,Not elsewhere included,55-59 years,Female,501,
Taranaki Region,No qualification,55-59 years,Male,948,
Taranaki Region,No qualification,55-59 years,Female,864,
Taranaki Region,Level 1 certificate,55-59 years,Male,399,
Taranaki Region,Level 1 certificate,55-59 years,Female,750,
Taranaki Region,Level 2 certificate,55-59 years,Male,240,
Taranaki Region,Level 2 certificate,55-59 years,Female,348,
Taranaki Region,Level 3 certificate,55-59 years,Male,123,
Taranaki Region,Level 3 certificate,55-59 years,Female,126,
Taranaki Region,Level 4 certificate,55-59 years,Male,657,
Taranaki Region,Level 4 certificate,55-59 years,Female,246,
Taranaki Region,Level 5 or level 6 diploma,55-59 years,Male,303,
Taranaki Region,Level 5 or level 6 diploma,55-59 years,Female,426,
Taranaki Region,Bachelor degree and level 7 qualification,55-59 years,Male,225,
Taranaki Region,Bachelor degree and level 7 qualification,55-59 years,Female,276,
Taranaki Region,Post-graduate and honours degrees,55-59 years,Male,51,
Taranaki Region,Post-graduate and honours degrees,55-59 years,Female,87,
Taranaki Region,Masters degree,55-59 years,Male,66,
Taranaki Region,Masters degree,55-59 years,Female,60,
Taranaki Region,Doctorate degree,55-59 years,Male,21,
Taranaki Region,Doctorate degree,55-59 years,Female,6,
Taranaki Region,Overseas secondary school qualification,55-59 years,Male,78,
Taranaki Region,Overseas secondary school qualification,55-59 years,Female,114,
Taranaki Region,Not elsewhere included,55-59 years,Male,378,
Taranaki Region,Not elsewhere included,55-59 years,Female,372,
Manawatu-Wanganui Region,No qualification,55-59 years,Male,1767,
Manawatu-Wanganui Region,No qualification,55-59 years,Female,1806,
Manawatu-Wanganui Region,Level 1 certificate,55-59 years,Male,843,
Manawatu-Wanganui Region,Level 1 certificate,55-59 years,Female,1326,
Manawatu-Wanganui Region,Level 2 certificate,55-59 years,Male,540,
Manawatu-Wanganui Region,Level 2 certificate,55-59 years,Female,636,
Manawatu-Wanganui Region,Level 3 certificate,55-59 years,Male,276,
Manawatu-Wanganui Region,Level 3 certificate,55-59 years,Female,294,
Manawatu-Wanganui Region,Level 4 certificate,55-59 years,Male,1104,
Manawatu-Wanganui Region,Level 4 certificate,55-59 years,Female,501,
Manawatu-Wanganui Region,Level 5 or level 6 diploma,55-59 years,Male,597,
Manawatu-Wanganui Region,Level 5 or level 6 diploma,55-59 years,Female,840,
Manawatu-Wanganui Region,Bachelor degree and level 7 qualification,55-59 years,Male,474,
Manawatu-Wanganui Region,Bachelor degree and level 7 qualification,55-59 years,Female,627,
Manawatu-Wanganui Region,Post-graduate and honours degrees,55-59 years,Male,123,
Manawatu-Wanganui Region,Post-graduate and honours degrees,55-59 years,Female,180,
Manawatu-Wanganui Region,Masters degree,55-59 years,Male,132,
Manawatu-Wanganui Region,Masters degree,55-59 years,Female,168,
Manawatu-Wanganui Region,Doctorate degree,55-59 years,Male,102,
Manawatu-Wanganui Region,Doctorate degree,55-59 years,Female,69,
Manawatu-Wanganui Region,Overseas secondary school qualification,55-59 years,Male,165,
Manawatu-Wanganui Region,Overseas secondary school qualification,55-59 years,Female,216,
Manawatu-Wanganui Region,Not elsewhere included,55-59 years,Male,756,
Manawatu-Wanganui Region,Not elsewhere included,55-59 years,Female,684,
Wellington Region,No qualification,55-59 years,Male,2085,
Wellington Region,No qualification,55-59 years,Female,2355,
Wellington Region,Level 1 certificate,55-59 years,Male,1224,
Wellington Region,Level 1 certificate,55-59 years,Female,1926,
Wellington Region,Level 2 certificate,55-59 years,Male,1122,
Wellington Region,Level 2 certificate,55-59 years,Female,1269,
Wellington Region,Level 3 certificate,55-59 years,Male,627,
Wellington Region,Level 3 certificate,55-59 years,Female,585,
Wellington Region,Level 4 certificate,55-59 years,Male,1860,
Wellington Region,Level 4 certificate,55-59 years,Female,885,
Wellington Region,Level 5 or level 6 diploma,55-59 years,Male,1296,
Wellington Region,Level 5 or level 6 diploma,55-59 years,Female,1662,
Wellington Region,Bachelor degree and level 7 qualification,55-59 years,Male,1830,
Wellington Region,Bachelor degree and level 7 qualification,55-59 years,Female,2073,
Wellington Region,Post-graduate and honours degrees,55-59 years,Male,450,
Wellington Region,Post-graduate and honours degrees,55-59 years,Female,648,
Wellington Region,Masters degree,55-59 years,Male,792,
Wellington Region,Masters degree,55-59 years,Female,771,
Wellington Region,Doctorate degree,55-59 years,Male,267,
Wellington Region,Doctorate degree,55-59 years,Female,159,
Wellington Region,Overseas secondary school qualification,55-59 years,Male,618,
Wellington Region,Overseas secondary school qualification,55-59 years,Female,789,
Wellington Region,Not elsewhere included,55-59 years,Male,1161,
Wellington Region,Not elsewhere included,55-59 years,Female,1092,
Tasman Region,No qualification,55-59 years,Male,339,
Tasman Region,No qualification,55-59 years,Female,309,
Tasman Region,Level 1 certificate,55-59 years,Male,237,
Tasman Region,Level 1 certificate,55-59 years,Female,300,
Tasman Region,Level 2 certificate,55-59 years,Male,162,
Tasman Region,Level 2 certificate,55-59 years,Female,192,
Tasman Region,Level 3 certificate,55-59 years,Male,90,
Tasman Region,Level 3 certificate,55-59 years,Female,102,
Tasman Region,Level 4 certificate,55-59 years,Male,357,
Tasman Region,Level 4 certificate,55-59 years,Female,165,
Tasman Region,Level 5 or level 6 diploma,55-59 years,Male,189,
Tasman Region,Level 5 or level 6 diploma,55-59 years,Female,252,
Tasman Region,Bachelor degree and level 7 qualification,55-59 years,Male,156,
Tasman Region,Bachelor degree and level 7 qualification,55-59 years,Female,171,
Tasman Region,Post-graduate and honours degrees,55-59 years,Male,33,
Tasman Region,Post-graduate and honours degrees,55-59 years,Female,57,
Tasman Region,Masters degree,55-59 years,Male,45,
Tasman Region,Masters degree,55-59 years,Female,45,
Tasman Region,Doctorate degree,55-59 years,Male,9,
Tasman Region,Doctorate degree,55-59 years,Female,9,
Tasman Region,Overseas secondary school qualification,55-59 years,Male,69,
Tasman Region,Overseas secondary school qualification,55-59 years,Female,69,
Tasman Region,Not elsewhere included,55-59 years,Male,126,
Tasman Region,Not elsewhere included,55-59 years,Female,114,
Nelson Region,No qualification,55-59 years,Male,228,
Nelson Region,No qualification,55-59 years,Female,285,
Nelson Region,Level 1 certificate,55-59 years,Male,171,
Nelson Region,Level 1 certificate,55-59 years,Female,291,
Nelson Region,Level 2 certificate,55-59 years,Male,132,
Nelson Region,Level 2 certificate,55-59 years,Female,153,
Nelson Region,Level 3 certificate,55-59 years,Male,60,
Nelson Region,Level 3 certificate,55-59 years,Female,69,
Nelson Region,Level 4 certificate,55-59 years,Male,285,
Nelson Region,Level 4 certificate,55-59 years,Female,147,
Nelson Region,Level 5 or level 6 diploma,55-59 years,Male,168,
Nelson Region,Level 5 or level 6 diploma,55-59 years,Female,279,
Nelson Region,Bachelor degree and level 7 qualification,55-59 years,Male,135,
Nelson Region,Bachelor degree and level 7 qualification,55-59 years,Female,216,
Nelson Region,Post-graduate and honours degrees,55-59 years,Male,51,
Nelson Region,Post-graduate and honours degrees,55-59 years,Female,57,
Nelson Region,Masters degree,55-59 years,Male,60,
Nelson Region,Masters degree,55-59 years,Female,45,
Nelson Region,Doctorate degree,55-59 years,Male,18,
Nelson Region,Doctorate degree,55-59 years,Female,9,
Nelson Region,Overseas secondary school qualification,55-59 years,Male,60,
Nelson Region,Overseas secondary school qualification,55-59 years,Female,69,
Nelson Region,Not elsewhere included,55-59 years,Male,135,
Nelson Region,Not elsewhere included,55-59 years,Female,108,
Marlborough Region,No qualification,55-59 years,Male,339,
Marlborough Region,No qualification,55-59 years,Female,330,
Marlborough Region,Level 1 certificate,55-59 years,Male,198,
Marlborough Region,Level 1 certificate,55-59 years,Female,276,
Marlborough Region,Level 2 certificate,55-59 years,Male,138,
Marlborough Region,Level 2 certificate,55-59 years,Female,168,
Marlborough Region,Level 3 certificate,55-59 years,Male,66,
Marlborough Region,Level 3 certificate,55-59 years,Female,72,
Marlborough Region,Level 4 certificate,55-59 years,Male,327,
Marlborough Region,Level 4 certificate,55-59 years,Female,126,
Marlborough Region,Level 5 or level 6 diploma,55-59 years,Male,147,
Marlborough Region,Level 5 or level 6 diploma,55-59 years,Female,216,
Marlborough Region,Bachelor degree and level 7 qualification,55-59 years,Male,96,
Marlborough Region,Bachelor degree and level 7 qualification,55-59 years,Female,126,
Marlborough Region,Post-graduate and honours degrees,55-59 years,Male,24,
Marlborough Region,Post-graduate and honours degrees,55-59 years,Female,36,
Marlborough Region,Masters degree,55-59 years,Male,24,
Marlborough Region,Masters degree,55-59 years,Female,36,
Marlborough Region,Doctorate degree,55-59 years,Male,3,
Marlborough Region,Doctorate degree,55-59 years,Female,6,
Marlborough Region,Overseas secondary school qualification,55-59 years,Male,42,
Marlborough Region,Overseas secondary school qualification,55-59 years,Female,69,
Marlborough Region,Not elsewhere included,55-59 years,Male,159,
Marlborough Region,Not elsewhere included,55-59 years,Female,135,
West Coast Region,No qualification,55-59 years,Male,381,
West Coast Region,No qualification,55-59 years,Female,318,
West Coast Region,Level 1 certificate,55-59 years,Male,174,
West Coast Region,Level 1 certificate,55-59 years,Female,210,
West Coast Region,Level 2 certificate,55-59 years,Male,84,
West Coast Region,Level 2 certificate,55-59 years,Female,93,
West Coast Region,Level 3 certificate,55-59 years,Male,36,
West Coast Region,Level 3 certificate,55-59 years,Female,42,
West Coast Region,Level 4 certificate,55-59 years,Male,234,
West Coast Region,Level 4 certificate,55-59 years,Female,84,
West Coast Region,Level 5 or level 6 diploma,55-59 years,Male,93,
West Coast Region,Level 5 or level 6 diploma,55-59 years,Female,126,
West Coast Region,Bachelor degree and level 7 qualification,55-59 years,Male,60,
West Coast Region,Bachelor degree and level 7 qualification,55-59 years,Female,69,
West Coast Region,Post-graduate and honours degrees,55-59 years,Male,12,
West Coast Region,Post-graduate and honours degrees,55-59 years,Female,36,
West Coast Region,Masters degree,55-59 years,Male,15,
West Coast Region,Masters degree,55-59 years,Female,12,
West Coast Region,Doctorate degree,55-59 years,Male,3,
West Coast Region,Doctorate degree,55-59 years,Female,0,
West Coast Region,Overseas secondary school qualification,55-59 years,Male,27,
West Coast Region,Overseas secondary school qualification,55-59 years,Female,24,
West Coast Region,Not elsewhere included,55-59 years,Male,156,
West Coast Region,Not elsewhere included,55-59 years,Female,126,
Canterbury Region,No qualification,55-59 years,Male,3348,
Canterbury Region,No qualification,55-59 years,Female,3417,
Canterbury Region,Level 1 certificate,55-59 years,Male,2181,
Canterbury Region,Level 1 certificate,55-59 years,Female,3069,
Canterbury Region,Level 2 certificate,55-59 years,Male,1575,
Canterbury Region,Level 2 certificate,55-59 years,Female,1761,
Canterbury Region,Level 3 certificate,55-59 years,Male,747,
Canterbury Region,Level 3 certificate,55-59 years,Female,711,
Canterbury Region,Level 4 certificate,55-59 years,Male,2913,
Canterbury Region,Level 4 certificate,55-59 years,Female,1215,
Canterbury Region,Level 5 or level 6 diploma,55-59 years,Male,1731,
Canterbury Region,Level 5 or level 6 diploma,55-59 years,Female,2298,
Canterbury Region,Bachelor degree and level 7 qualification,55-59 years,Male,1596,
Canterbury Region,Bachelor degree and level 7 qualification,55-59 years,Female,1899,
Canterbury Region,Post-graduate and honours degrees,55-59 years,Male,336,
Canterbury Region,Post-graduate and honours degrees,55-59 years,Female,468,
Canterbury Region,Masters degree,55-59 years,Male,420,
Canterbury Region,Masters degree,55-59 years,Female,414,
Canterbury Region,Doctorate degree,55-59 years,Male,207,
Canterbury Region,Doctorate degree,55-59 years,Female,135,
Canterbury Region,Overseas secondary school qualification,55-59 years,Male,630,
Canterbury Region,Overseas secondary school qualification,55-59 years,Female,870,
Canterbury Region,Not elsewhere included,55-59 years,Male,1449,
Canterbury Region,Not elsewhere included,55-59 years,Female,1311,
Otago Region,No qualification,55-59 years,Male,1305,
Otago Region,No qualification,55-59 years,Female,1233,
Otago Region,Level 1 certificate,55-59 years,Male,804,
Otago Region,Level 1 certificate,55-59 years,Female,1089,
Otago Region,Level 2 certificate,55-59 years,Male,558,
Otago Region,Level 2 certificate,55-59 years,Female,648,
Otago Region,Level 3 certificate,55-59 years,Male,318,
Otago Region,Level 3 certificate,55-59 years,Female,252,
Otago Region,Level 4 certificate,55-59 years,Male,1164,
Otago Region,Level 4 certificate,55-59 years,Female,483,
Otago Region,Level 5 or level 6 diploma,55-59 years,Male,606,
Otago Region,Level 5 or level 6 diploma,55-59 years,Female,819,
Otago Region,Bachelor degree and level 7 qualification,55-59 years,Male,603,
Otago Region,Bachelor degree and level 7 qualification,55-59 years,Female,750,
Otago Region,Post-graduate and honours degrees,55-59 years,Male,132,
Otago Region,Post-graduate and honours degrees,55-59 years,Female,246,
Otago Region,Masters degree,55-59 years,Male,171,
Otago Region,Masters degree,55-59 years,Female,180,
Otago Region,Doctorate degree,55-59 years,Male,141,
Otago Region,Doctorate degree,55-59 years,Female,87,
Otago Region,Overseas secondary school qualification,55-59 years,Male,168,
Otago Region,Overseas secondary school qualification,55-59 years,Female,195,
Otago Region,Not elsewhere included,55-59 years,Male,600,
Otago Region,Not elsewhere included,55-59 years,Female,525,
Southland Region,No qualification,55-59 years,Male,948,
Southland Region,No qualification,55-59 years,Female,846,
Southland Region,Level 1 certificate,55-59 years,Male,492,
Southland Region,Level 1 certificate,55-59 years,Female,654,
Southland Region,Level 2 certificate,55-59 years,Male,231,
Southland Region,Level 2 certificate,55-59 years,Female,258,
Southland Region,Level 3 certificate,55-59 years,Male,114,
Southland Region,Level 3 certificate,55-59 years,Female,123,
Southland Region,Level 4 certificate,55-59 years,Male,531,
Southland Region,Level 4 certificate,55-59 years,Female,207,
Southland Region,Level 5 or level 6 diploma,55-59 years,Male,222,
Southland Region,Level 5 or level 6 diploma,55-59 years,Female,351,
Southland Region,Bachelor degree and level 7 qualification,55-59 years,Male,177,
Southland Region,Bachelor degree and level 7 qualification,55-59 years,Female,219,
Southland Region,Post-graduate and honours degrees,55-59 years,Male,30,
Southland Region,Post-graduate and honours degrees,55-59 years,Female,60,
Southland Region,Masters degree,55-59 years,Male,24,
Southland Region,Masters degree,55-59 years,Female,33,
Southland Region,Doctorate degree,55-59 years,Male,6,
Southland Region,Doctorate degree,55-59 years,Female,3,
Southland Region,Overseas secondary school qualification,55-59 years,Male,42,
Southland Region,Overseas secondary school qualification,55-59 years,Female,66,
Southland Region,Not elsewhere included,55-59 years,Male,288,
Southland Region,Not elsewhere included,55-59 years,Female,246,
Area Outside Region,No qualification,55-59 years,Male,6,
Area Outside Region,No qualification,55-59 years,Female,6,
Area Outside Region,Level 1 certificate,55-59 years,Male,,c
Area Outside Region,Level 1 certificate,55-59 years,Female,,c
Area Outside Region,Level 2 certificate,55-59 years,Male,,c
Area Outside Region,Level 2 certificate,55-59 years,Female,,c
Area Outside Region,Level 3 certificate,55-59 years,Male,,c
Area Outside Region,Level 3 certificate,55-59 years,Female,,c
Area Outside Region,Level 4 certificate,55-59 years,Male,,c
Area Outside Region,Level 4 certificate,55-59 years,Female,,c
Area Outside Region,Level 5 or level 6 diploma,55-59 years,Male,,c
Area Outside Region,Level 5 or level 6 diploma,55-59 years,Female,,c
Area Outside Region,Bachelor degree and level 7 qualification,55-59 years,Male,,c
Area Outside Region,Bachelor degree and level 7 qualification,55-59 years,Female,,c
Area Outside Region,Post-graduate and honours degrees,55-59 years,Male,,c
Area Outside Region,Post-graduate and honours degrees,55-59 years,Female,,c
Area Outside Region,Masters degree,55-59 years,Male,,c
Area Outside Region,Masters degree,55-59 years,Female,,c
Area Outside Region,Doctorate degree,55-59 years,Male,,c
Area Outside Region,Doctorate degree,55-59 years,Female,,c
Area Outside Region,Overseas secondary school qualification,55-59 years,Male,,c
Area Outside Region,Overseas secondary school qualification,55-59 years,Female,,c
Area Outside Region,Not elsewhere included,55-59 years,Male,,c
Area Outside Region,Not elsewhere included,55-59 years,Female,,c
Northland Region,No qualification,60-64 years,Male,1329,
Northland Region,No qualification,60-64 years,Female,1410,
Northland Region,Level 1 certificate,60-64 years,Male,591,
Northland Region,Level 1 certificate,60-64 years,Female,879,
Northland Region,Level 2 certificate,60-64 years,Male,273,
Northland Region,Level 2 certificate,60-64 years,Female,321,
Northland Region,Level 3 certificate,60-64 years,Male,213,
Northland Region,Level 3 certificate,60-64 years,Female,162,
Northland Region,Level 4 certificate,60-64 years,Male,855,
Northland Region,Level 4 certificate,60-64 years,Female,258,
Northland Region,Level 5 or level 6 diploma,60-64 years,Male,432,
Northland Region,Level 5 or level 6 diploma,60-64 years,Female,663,
Northland Region,Bachelor degree and level 7 qualification,60-64 years,Male,282,
Northland Region,Bachelor degree and level 7 qualification,60-64 years,Female,414,
Northland Region,Post-graduate and honours degrees,60-64 years,Male,69,
Northland Region,Post-graduate and honours degrees,60-64 years,Female,108,
Northland Region,Masters degree,60-64 years,Male,102,
Northland Region,Masters degree,60-64 years,Female,96,
Northland Region,Doctorate degree,60-64 years,Male,33,
Northland Region,Doctorate degree,60-64 years,Female,18,
Northland Region,Overseas secondary school qualification,60-64 years,Male,177,
Northland Region,Overseas secondary school qualification,60-64 years,Female,315,
Northland Region,Not elsewhere included,60-64 years,Male,768,
Northland Region,Not elsewhere included,60-64 years,Female,693,
Auckland Region,No qualification,60-64 years,Male,6429,
Auckland Region,No qualification,60-64 years,Female,8259,
Auckland Region,Level 1 certificate,60-64 years,Male,2877,
Auckland Region,Level 1 certificate,60-64 years,Female,4692,
Auckland Region,Level 2 certificate,60-64 years,Male,2076,
Auckland Region,Level 2 certificate,60-64 years,Female,1992,
Auckland Region,Level 3 certificate,60-64 years,Male,1440,
Auckland Region,Level 3 certificate,60-64 years,Female,1206,
Auckland Region,Level 4 certificate,60-64 years,Male,4209,
Auckland Region,Level 4 certificate,60-64 years,Female,1395,
Auckland Region,Level 5 or level 6 diploma,60-64 years,Male,2859,
Auckland Region,Level 5 or level 6 diploma,60-64 years,Female,3693,
Auckland Region,Bachelor degree and level 7 qualification,60-64 years,Male,3831,
Auckland Region,Bachelor degree and level 7 qualification,60-64 years,Female,3399,
Auckland Region,Post-graduate and honours degrees,60-64 years,Male,636,
Auckland Region,Post-graduate and honours degrees,60-64 years,Female,687,
Auckland Region,Masters degree,60-64 years,Male,1365,
Auckland Region,Masters degree,60-64 years,Female,1107,
Auckland Region,Doctorate degree,60-64 years,Male,498,
Auckland Region,Doctorate degree,60-64 years,Female,255,
Auckland Region,Overseas secondary school qualification,60-64 years,Male,3306,
Auckland Region,Overseas secondary school qualification,60-64 years,Female,4332,
Auckland Region,Not elsewhere included,60-64 years,Male,3612,
Auckland Region,Not elsewhere included,60-64 years,Female,4053,
Waikato Region,No qualification,60-64 years,Male,3039,
Waikato Region,No qualification,60-64 years,Female,3414,
Waikato Region,Level 1 certificate,60-64 years,Male,1179,
Waikato Region,Level 1 certificate,60-64 years,Female,1977,
Waikato Region,Level 2 certificate,60-64 years,Male,651,
Waikato Region,Level 2 certificate,60-64 years,Female,651,
Waikato Region,Level 3 certificate,60-64 years,Male,408,
Waikato Region,Level 3 certificate,60-64 years,Female,378,
Waikato Region,Level 4 certificate,60-64 years,Male,1770,
Waikato Region,Level 4 certificate,60-64 years,Female,612,
Waikato Region,Level 5 or level 6 diploma,60-64 years,Male,942,
Waikato Region,Level 5 or level 6 diploma,60-64 years,Female,1320,
Waikato Region,Bachelor degree and level 7 qualification,60-64 years,Male,732,
Waikato Region,Bachelor degree and level 7 qualification,60-64 years,Female,912,
Waikato Region,Post-graduate and honours degrees,60-64 years,Male,162,
Waikato Region,Post-graduate and honours degrees,60-64 years,Female,213,
Waikato Region,Masters degree,60-64 years,Male,222,
Waikato Region,Masters degree,60-64 years,Female,231,
Waikato Region,Doctorate degree,60-64 years,Male,117,
Waikato Region,Doctorate degree,60-64 years,Female,48,
Waikato Region,Overseas secondary school qualification,60-64 years,Male,423,
Waikato Region,Overseas secondary school qualification,60-64 years,Female,540,
Waikato Region,Not elsewhere included,60-64 years,Male,1215,
Waikato Region,Not elsewhere included,60-64 years,Female,1191,
Bay of Plenty Region,No qualification,60-64 years,Male,2013,
Bay of Plenty Region,No qualification,60-64 years,Female,2202,
Bay of Plenty Region,Level 1 certificate,60-64 years,Male,936,
Bay of Plenty Region,Level 1 certificate,60-64 years,Female,1515,
Bay of Plenty Region,Level 2 certificate,60-64 years,Male,480,
Bay of Plenty Region,Level 2 certificate,60-64 years,Female,546,
Bay of Plenty Region,Level 3 certificate,60-64 years,Male,285,
Bay of Plenty Region,Level 3 certificate,60-64 years,Female,282,
Bay of Plenty Region,Level 4 certificate,60-64 years,Male,1308,
Bay of Plenty Region,Level 4 certificate,60-64 years,Female,480,
Bay of Plenty Region,Level 5 or level 6 diploma,60-64 years,Male,663,
Bay of Plenty Region,Level 5 or level 6 diploma,60-64 years,Female,1002,
Bay of Plenty Region,Bachelor degree and level 7 qualification,60-64 years,Male,513,
Bay of Plenty Region,Bachelor degree and level 7 qualification,60-64 years,Female,567,
Bay of Plenty Region,Post-graduate and honours degrees,60-64 years,Male,99,
Bay of Plenty Region,Post-graduate and honours degrees,60-64 years,Female,132,
Bay of Plenty Region,Masters degree,60-64 years,Male,129,
Bay of Plenty Region,Masters degree,60-64 years,Female,123,
Bay of Plenty Region,Doctorate degree,60-64 years,Male,57,
Bay of Plenty Region,Doctorate degree,60-64 years,Female,21,
Bay of Plenty Region,Overseas secondary school qualification,60-64 years,Male,270,
Bay of Plenty Region,Overseas secondary school qualification,60-64 years,Female,393,
Bay of Plenty Region,Not elsewhere included,60-64 years,Male,957,
Bay of Plenty Region,Not elsewhere included,60-64 years,Female,984,
Gisborne Region,No qualification,60-64 years,Male,357,
Gisborne Region,No qualification,60-64 years,Female,366,
Gisborne Region,Level 1 certificate,60-64 years,Male,186,
Gisborne Region,Level 1 certificate,60-64 years,Female,195,
Gisborne Region,Level 2 certificate,60-64 years,Male,87,
Gisborne Region,Level 2 certificate,60-64 years,Female,99,
Gisborne Region,Level 3 certificate,60-64 years,Male,63,
Gisborne Region,Level 3 certificate,60-64 years,Female,45,
Gisborne Region,Level 4 certificate,60-64 years,Male,150,
Gisborne Region,Level 4 certificate,60-64 years,Female,63,
Gisborne Region,Level 5 or level 6 diploma,60-64 years,Male,117,
Gisborne Region,Level 5 or level 6 diploma,60-64 years,Female,132,
Gisborne Region,Bachelor degree and level 7 qualification,60-64 years,Male,69,
Gisborne Region,Bachelor degree and level 7 qualification,60-64 years,Female,102,
Gisborne Region,Post-graduate and honours degrees,60-64 years,Male,9,
Gisborne Region,Post-graduate and honours degrees,60-64 years,Female,21,
Gisborne Region,Masters degree,60-64 years,Male,15,
Gisborne Region,Masters degree,60-64 years,Female,12,
Gisborne Region,Doctorate degree,60-64 years,Male,9,
Gisborne Region,Doctorate degree,60-64 years,Female,3,
Gisborne Region,Overseas secondary school qualification,60-64 years,Male,30,
Gisborne Region,Overseas secondary school qualification,60-64 years,Female,27,
Gisborne Region,Not elsewhere included,60-64 years,Male,189,
Gisborne Region,Not elsewhere included,60-64 years,Female,183,
